Catalog format:
Year Month Day Hour Minute Second Longitude(°) Latitude(°) Depth(m)
2021 05 29 00 28 33.890 99.8290 25.7218 6286
2021 05 29 00 30 44.130 99.9065 25.6704 3134
2021 05 29 00 31 40.080 99.9906 25.5812 3492
2021 05 29 00 32 58.100 100.0222 25.5075 3578
2021 05 29 00 34 39.040 99.9372 25.6008 4051
2021 05 29 00 36 3.870 99.9562 25.6016 5686
2021 05 29 00 36 35.040 99.9695 25.6118 0087
2021 05 29 00 37 27.920 99.9347 25.7381 3732
2021 05 29 00 41 48.950 99.9213 25.5593 8514
2021 05 29 00 42 31.110 99.9312 25.6487 5072
2021 05 29 00 44 31.040 99.8870 25.6705 6660
2021 05 29 00 45 7.110 99.9545 25.6246 1996
2021 05 29 00 45 40.180 99.9308 25.7318 4586
2021 05 29 00 46 39.860 99.8872 25.6706 6780
2021 05 29 00 47 0.880 99.8877 25.6703 7037
2021 05 29 00 48 19.980 99.9265 25.6259 5899
2021 05 29 00 48 41.110 99.9177 25.6452 0870
2021 05 29 00 49 18.900 99.8895 25.6667 6665
2021 05 29 00 50 10.070 99.8548 25.6948 2151
2021 05 29 00 50 39.840 100.0216 25.5124 3571
2021 05 29 00 51 46.070 99.9453 25.6320 0969
2021 05 29 00 52 53.020 99.8798 25.7019 4778
2021 05 29 00 53 23.070 99.8701 25.6969 3499
2021 05 29 00 54 41.070 99.9627 25.5757 5565
2021 05 29 00 56 4.050 99.9289 25.6538 5578
2021 05 29 00 57 10.070 99.9391 25.6261 3655
2021 05 29 00 57 56.060 99.9370 25.7375 2.035000e+03
2021 05 29 01 00 46.850 99.9278 25.5970 6742
2021 05 29 01 01 15.140 99.9080 25.6504 1283
2021 05 29 01 02 17.860 99.8296 25.7217 6514
2021 05 29 01 02 32.070 99.9827 25.5736 3408
2021 05 29 01 03 42.990 99.9399 25.5839 4990
2021 05 29 01 04 19.010 99.9844 25.5533 4160
2021 05 29 01 05 37.050 99.9886 25.5920 4653
2021 05 29 01 07 31.210 99.9379 25.7450 4251
2021 05 29 01 09 6.130 99.9006 25.6749 2912
2021 05 29 01 09 38.950 100.0115 25.5627 6713
2021 05 29 01 11 47.940 99.9962 25.5393 8503
2021 05 29 01 12 50.950 99.9095 25.6465 6338
2021 05 29 01 13 51.020 99.8859 25.6727 6279
2021 05 29 01 14 33.900 99.9008 25.6565 0764
2021 05 29 01 16 10.160 99.8807 25.7030 4179
2021 05 29 01 17 43.990 100.0487 25.5380 7152
2021 05 29 01 18 14.040 99.8802 25.6735 1592
2021 05 29 01 19 16.050 100.0011 25.5643 2932
2021 05 29 01 20 6.060 99.8719 25.6904 2648
2021 05 29 01 22 34.070 99.8379 25.7154 6157
2021 05 29 01 23 1.020 99.9553 25.6229 5741
2021 05 29 01 25 0.110 99.9483 25.6152 4151
2021 05 29 01 25 52.080 99.8930 25.6778 2956
2021 05 29 01 29 0.210 99.8796 25.6735 2068
2021 05 29 01 31 27.110 99.9690 25.5674 5212
2021 05 29 01 32 10.960 99.8307 25.7199 5984
2021 05 29 01 33 39.050 99.9742 25.5938 3717
2021 05 29 01 35 3.160 99.8948 25.6698 1659
2021 05 29 01 35 52.100 99.8969 25.6656 1559
2021 05 29 01 36 44.040 99.9456 25.5861 4225
2021 05 29 01 37 52.110 99.8970 25.6600 6791
2021 05 29 01 38 53.110 99.8945 25.6723 4424
2021 05 29 01 41 45.010 99.9368 25.7348 3332
2021 05 29 01 43 23.940 99.9368 25.7354 3376
2021 05 29 01 45 58.880 99.8316 25.7186 5921
2021 05 29 01 47 9.060 99.8577 25.6179 4803
2021 05 29 01 49 48.020 100.0063 25.6220 5709
2021 05 29 01 50 17.090 99.9851 25.5980 2837
2021 05 29 01 50 40.970 99.9673 25.6156 6562
2021 05 29 01 51 37.080 99.9016 25.6756 3037
2021 05 29 01 54 36.920 99.9671 25.5706 4989
2021 05 29 01 55 22.010 99.8705 25.6908 2727
2021 05 29 01 56 55.840 99.9161 25.6067 8523
2021 05 29 02 01 28.050 100.0575 25.4952 4257
2021 05 29 02 02 12.850 99.9810 25.5828 3890
2021 05 29 02 04 3.010 99.9509 25.5553 4772
2021 05 29 02 04 39.100 99.9183 25.6582 3872
2021 05 29 02 06 5.850 99.8918 25.6620 7141
2021 05 29 02 06 37.990 99.8882 25.6611 7126
2021 05 29 02 07 21.120 99.9846 25.5948 3069
2021 05 29 02 08 21.810 99.8853 25.6734 7177
2021 05 29 02 09 24.040 99.8309 25.7201 6363
2021 05 29 02 09 57.090 99.9266 25.7259 3790
2021 05 29 02 12 13.970 99.9158 25.6548 4473
2021 05 29 02 16 29.030 100.0497 25.5371 7013
2021 05 29 02 19 29.080 99.9088 25.6448 6905
2021 05 29 02 20 44.100 99.8754 25.6832 4548
2021 05 29 02 22 4.050 99.9415 25.6414 5249
2021 05 29 02 22 36.050 99.9389 25.5937 3404
2021 05 29 02 23 37.050 99.9306 25.7221 2231
2021 05 29 02 24 45.840 99.8514 25.7195 7695
2021 05 29 02 26 26.960 99.9020 25.7199 5363
2021 05 29 02 27 1.060 99.8786 25.6733 1675
2021 05 29 02 30 44.020 100.0688 25.5390 4518
2021 05 29 02 31 36.090 99.9555 25.6095 0119
2021 05 29 02 34 3.910 99.8304 25.7205 5763
2021 05 29 02 36 1.120 99.9542 25.6079 0727
2021 05 29 02 38 17.060 99.8990 25.6581 1523
2021 05 29 02 39 26.960 99.8988 25.6604 7724
2021 05 29 02 40 38.910 100.0686 25.5392 4776
2021 05 29 02 41 45.090 99.9429 25.6391 5267
2021 05 29 02 41 58.880 100.0472 25.4955 4521
2021 05 29 02 42 50.050 99.9228 25.6244 6415
2021 05 29 02 43 59.920 99.9637 25.5824 5639
2021 05 29 02 45 42.100 100.0022 25.5698 1714
2021 05 29 02 46 15.000 100.0120 25.7579 8634
2021 05 29 02 47 26.090 99.9400 25.5890 3902
2021 05 29 02 49 13.980 99.9410 25.5660 -1252
2021 05 29 02 50 30.960 99.9653 25.5708 5340
2021 05 29 02 52 45.700 99.8733 25.7178 8.187000e+03
2021 05 29 02 53 5.080 99.9123 25.5966 5745
2021 05 29 02 55 33.050 99.8978 25.6606 7404
2021 05 29 02 56 48.930 99.8835 25.6695 3313
2021 05 29 02 57 32.010 99.9325 25.6028 6640
2021 05 29 02 59 25.000 100.0022 25.5682 5878
2021 05 29 03 02 40.060 100.0874 25.5624 5633
2021 05 29 03 03 25.960 99.9198 25.5504 9121
2021 05 29 03 04 48.060 99.8767 25.6831 5233
2021 05 29 03 05 8.960 99.8350 25.7166 5782
2021 05 29 03 06 8.040 99.9672 25.5947 4948
2021 05 29 03 07 39.990 100.0002 25.5929 6352
2021 05 29 03 09 58.030 99.9864 25.5957 4461
2021 05 29 03 12 41.960 99.9226 25.6247 4034
2021 05 29 03 15 14.950 99.8827 25.6503 -1475
2021 05 29 03 16 52.050 99.9332 25.7269 3398
2021 05 29 03 18 29.120 99.9042 25.6602 1827
2021 05 29 03 19 34.890 99.8311 25.7193 6373
2021 05 29 03 20 38.120 99.9667 25.5637 5194
2021 05 29 03 21 31.170 99.9292 25.7326 3562
2021 05 29 03 22 42.020 99.8779 25.6867 2297
2021 05 29 03 24 58.010 99.9331 25.7386 2842
2021 05 29 03 26 13.060 99.9397 25.6305 1121
2021 05 29 03 27 31.980 99.8293 25.7214 6029
2021 05 29 03 29 45.070 99.9072 25.6560 1647
2021 05 29 03 29 58.100 99.9240 25.6416 1909
2021 05 29 03 30 38.990 100.0510 25.4993 4516
2021 05 29 03 32 19.010 99.9689 25.5481 5759
2021 05 29 03 33 2.130 99.9399 25.5858 2612
2021 05 29 03 34 24.010 100.0580 25.4931 4507
2021 05 29 03 36 41.080 99.9085 25.6460 6923
2021 05 29 03 37 18.000 99.9497 25.6179 3598
2021 05 29 03 37 57.140 99.8857 25.6774 6157
2021 05 29 03 39 54.960 99.9982 25.5715 5855
2021 05 29 03 40 50.130 100.0133 25.5619 6115
2021 05 29 03 41 20.030 99.9494 25.5866 5139
2021 05 29 03 42 12.720 99.9540 25.5884 5637
2021 05 29 03 42 27.930 99.9910 25.5876 7291
2021 05 29 03 44 31.050 99.9641 25.5729 4502
2021 05 29 03 45 51.930 99.9797 25.5990 2903
2021 05 29 03 48 16.070 99.9505 25.5618 7169
2021 05 29 03 49 6.120 99.8936 25.7217 1699
2021 05 29 03 49 59.950 100.0125 25.5615 6289
2021 05 29 03 51 45.000 99.9758 25.5585 3886
2021 05 29 03 51 59.190 99.8977 25.7229 1853
2021 05 29 03 52 50.110 99.9753 25.6044 2807
2021 05 29 03 53 34.960 100.0520 25.4972 4581
2021 05 29 03 54 34.990 99.9332 25.6470 4661
2021 05 29 03 55 38.130 99.9386 25.5955 4360
2021 05 29 03 56 46.840 99.9360 25.6535 11704
2021 05 29 03 57 46.030 99.9236 25.6795 6459
2021 05 29 03 58 50.860 99.9625 25.5841 5673
2021 05 29 03 59 49.980 100.0142 25.5563 6672
2021 05 29 04 00 8.920 99.9243 25.5580 8927
2021 05 29 04 02 24.020 99.9620 25.5734 4653
2021 05 29 04 03 38.040 99.9630 25.5735 4674
2021 05 29 04 04 56.050 99.9340 25.7382 3495
2021 05 29 04 06 48.100 99.9640 25.6108 3537
2021 05 29 04 06 59.040 99.9782 25.5598 4.060000e+03
2021 05 29 04 07 33.030 99.9771 25.5593 4.025000e+03
2021 05 29 04 08 52.020 99.9550 25.5915 3812
2021 05 29 04 09 32.050 99.9765 25.6020 2937
2021 05 29 04 13 51.930 99.9241 25.5502 7962
2021 05 29 04 14 25.050 99.9284 25.6538 5658
2021 05 29 04 15 15.040 99.9496 25.6133 4191
2021 05 29 04 16 13.930 99.9245 25.5636 8945
2021 05 29 04 20 39.120 99.9410 25.6636 2814
2021 05 29 04 21 0.040 99.9801 25.5727 3759
2021 05 29 04 23 14.070 99.9061 25.7176 1560
2021 05 29 04 24 28.070 99.9333 25.6036 6417
2021 05 29 04 25 8.210 99.9772 25.5590 4161
2021 05 29 04 27 18.880 99.9504 25.7743 3773
2021 05 29 04 28 38.020 99.9359 25.7407 3514
2021 05 29 04 29 53.930 99.9147 25.6382 6047
2021 05 29 04 30 3.130 99.9496 25.5864 5001
2021 05 29 04 30 53.020 99.9398 25.5896 3996
2021 05 29 04 33 5.070 99.9795 25.6024 3107
2021 05 29 04 34 29.130 99.9749 25.6027 3261
2021 05 29 04 35 14.160 99.9394 25.7449 4679
2021 05 29 04 36 49.060 99.8931 25.6640 6377
2021 05 29 04 37 20.040 99.9778 25.5592 3953
2021 05 29 04 38 44.080 99.9836 25.5811 4479
2021 05 29 04 39 33.100 99.9369 25.7433 4.044000e+03
2021 05 29 04 40 41.030 99.9449 25.6313 5569
2021 05 29 04 41 30.130 99.9257 25.6517 3535
2021 05 29 04 42 50.040 99.9047 25.6548 1383
2021 05 29 04 43 14.960 99.8945 25.6482 7790
2021 05 29 04 44 9.020 99.9344 25.7413 2470
2021 05 29 04 46 10.890 99.8242 25.7135 6964
2021 05 29 04 46 50.880 99.9229 25.5663 8086
2021 05 29 04 47 30.170 99.9347 25.7391 4.015000e+03
2021 05 29 04 50 17.050 99.9003 25.6565 1778
2021 05 29 04 51 7.050 99.8794 25.6740 1577
2021 05 29 04 52 4.850 99.9583 25.6138 4379
2021 05 29 04 52 44.090 99.9073 25.7177 1474
2021 05 29 04 53 27.250 99.9384 25.7447 4727
2021 05 29 04 54 32.070 99.8865 25.6762 1566
2021 05 29 04 55 38.110 99.9609 25.7781 9967
2021 05 29 04 57 55.920 99.9498 25.5191 -1032
2021 05 29 05 00 14.120 99.8986 25.7220 1549
2021 05 29 05 01 38.890 99.8592 25.6049 4085
2021 05 29 05 03 20.990 99.9120 25.6564 0994
2021 05 29 05 04 47.050 99.9074 25.6620 1663
2021 05 29 05 05 35.990 99.9264 25.6450 3264
2021 05 29 05 07 48.180 99.8990 25.6565 1660
2021 05 29 05 09 59.000 99.9337 25.7379 3240
2021 05 29 05 11 37.080 99.9352 25.7386 3933
2021 05 29 05 12 34.120 99.9525 25.6101 4374
2021 05 29 05 14 11.890 99.9993 25.5919 6391
2021 05 29 05 15 17.060 99.9210 25.6260 3304
2021 05 29 05 16 12.970 99.8880 25.6661 7664
2021 05 29 05 17 48.090 99.9835 25.5452 2229
2021 05 29 05 19 19.110 99.9158 25.6265 3632
2021 05 29 05 20 6.110 99.9317 25.6478 4768
2021 05 29 05 21 26.120 99.9553 25.6061 3974
2021 05 29 05 22 46.010 99.9729 25.5740 4432
2021 05 29 05 24 17.970 99.9362 25.7375 3777
2021 05 29 05 24 30.990 99.9755 25.5733 4913
2021 05 29 05 25 26.020 99.9686 25.5454 4872
2021 05 29 05 26 26.940 99.9250 25.5588 8879
2021 05 29 05 27 33.990 99.9002 25.6434 8.053000e+03
2021 05 29 05 28 18.120 99.9156 25.6421 6205
2021 05 29 05 31 21.950 99.9516 25.5512 7297
2021 05 29 05 31 35.140 99.9380 25.7445 4563
2021 05 29 05 32 29.020 99.9684 25.5460 4949
2021 05 29 05 33 50.070 99.8989 25.6568 1893
2021 05 29 05 34 30.920 99.8826 25.6830 6016
2021 05 29 05 35 41.090 99.9352 25.7326 3085
2021 05 29 05 36 40.070 99.9354 25.7351 3504
2021 05 29 05 37 35.050 99.9317 25.6490 4852
2021 05 29 05 38 43.990 99.8981 25.6610 6039
2021 05 29 05 41 42.970 99.9251 25.5598 8707
2021 05 29 05 42 35.900 99.9388 25.7442 4421
2021 05 29 05 46 45.140 99.9351 25.7337 3171
2021 05 29 05 47 20.110 99.9508 25.5873 5070
2021 05 29 05 48 47.090 99.9064 25.7166 1551
2021 05 29 05 49 27.210 99.8714 25.6914 2814
2021 05 29 05 52 7.070 99.8398 25.7276 3926
2021 05 29 05 55 8.040 99.9632 25.5697 4209
2021 05 29 05 56 19.070 99.9007 25.6755 2682
2021 05 29 05 58 36.070 99.9211 25.6250 3429
2021 05 29 05 59 34.050 99.9291 25.7350 3677
2021 05 29 06 00 1.110 99.9323 25.6063 4949
2021 05 29 06 01 37.120 99.9320 25.6060 4974
2021 05 29 06 02 21.010 99.9372 25.6970 -1571
2021 05 29 06 04 36.160 99.9341 25.7319 2453
2021 05 29 06 05 9.970 99.9316 25.6064 5143
2021 05 29 06 05 40.660 99.8366 25.6230 3172
2021 05 29 06 06 35.980 99.9078 25.6294 4050
2021 05 29 06 08 54.990 99.9335 25.7306 4467
2021 05 29 06 12 14.100 100.0066 25.5595 1887
2021 05 29 06 14 51.910 99.9219 25.5618 8816
2021 05 29 06 17 4.110 99.8927 25.6630 0801
2021 05 29 06 17 29.980 99.8871 25.6718 6674
2021 05 29 06 18 59.070 99.9449 25.6123 4937
2021 05 29 06 20 41.990 99.9416 25.6044 4847
2021 05 29 06 22 35.800 99.8920 25.6858 3732
2021 05 29 06 23 33.950 99.8999 25.6469 1741
2021 05 29 06 24 11.060 99.8997 25.6562 1653
2021 05 29 06 25 33.030 99.9317 25.6073 5012
2021 05 29 06 28 25.910 100.0580 25.4925 4440
2021 05 29 06 34 6.970 99.9293 25.6406 3989
2021 05 29 06 38 11.110 99.9394 25.5962 4477
2021 05 29 06 38 34.090 99.9369 25.5941 3661
2021 05 29 06 40 8.970 99.9404 25.5955 4641
2021 05 29 06 41 20.840 99.9524 25.5895 4834
2021 05 29 06 41 52.950 99.9239 25.6284 6405
2021 05 29 06 42 33.020 99.9465 25.6293 4164
2021 05 29 06 43 32.040 99.9097 25.6523 5520
2021 05 29 06 44 7.100 99.9391 25.5953 4326
2021 05 29 06 44 31.970 99.9392 25.5970 4203
2021 05 29 06 47 24.020 99.9391 25.5950 4530
2021 05 29 06 50 23.030 99.9380 25.5944 4165
2021 05 29 06 51 8.020 99.9824 25.5691 2008
2021 05 29 06 54 25.860 99.9469 25.6055 4419
2021 05 29 06 56 22.990 99.8583 25.6939 3104
2021 05 29 07 01 20.150 99.8319 25.7168 3459
2021 05 29 07 02 14.040 99.9773 25.5586 4016
2021 05 29 07 05 39.930 100.0017 25.5663 6661
2021 05 29 07 06 45.040 99.9146 25.6317 3725
2021 05 29 07 08 10.020 99.9182 25.6363 6316
2021 05 29 07 09 21.910 100.0568 25.5344 7243
2021 05 29 07 11 26.030 100.0039 25.5751 5653
2021 05 29 07 13 28.040 99.9833 25.6022 4.028000e+03
2021 05 29 07 14 52.900 99.8355 25.7152 6724
2021 05 29 07 15 57.110 99.9656 25.6078 2476
2021 05 29 07 16 38.090 99.9435 25.5764 5279
2021 05 29 07 19 48.240 99.8703 25.6797 2624
2021 05 29 07 20 52.080 99.9397 25.6086 5457
2021 05 29 07 25 42.980 100.0025 25.5738 5446
2021 05 29 07 26 6.210 99.8751 25.6786 2503
2021 05 29 07 29 17.090 99.9247 25.6384 1443
2021 05 29 07 29 59.960 99.9649 25.5767 5603
2021 05 29 07 31 20.990 100.0510 25.4988 4619
2021 05 29 07 34 0.150 100.0027 25.5717 3118
2021 05 29 07 36 26.880 99.9389 25.5943 4364
2021 05 29 07 38 8.940 100.0587 25.4929 4.062000e+03
2021 05 29 07 39 28.040 99.9319 25.6067 4660
2021 05 29 07 42 43.940 100.0035 25.5712 2431
2021 05 29 07 45 7.930 99.8893 25.6629 6266
2021 05 29 07 46 0.890 99.9924 25.5609 2698
2021 05 29 07 50 18.080 99.8515 25.7014 5291
2021 05 29 07 50 41.970 99.9395 25.5950 3940
2021 05 29 07 53 56.000 99.9050 25.7180 1941
2021 05 29 07 58 51.020 99.8909 25.6760 4275
2021 05 29 07 59 40.040 99.9626 25.5701 4146
2021 05 29 08 00 47.020 99.9496 25.5585 7034
2021 05 29 08 01 0.030 99.9839 25.5872 3029
2021 05 29 08 02 10.180 99.9564 25.6047 3838
2021 05 29 08 05 57.080 99.9344 25.7403 2614
2021 05 29 08 07 23.100 99.9903 25.5815 3187
2021 05 29 08 08 15.030 100.0032 25.5714 2770
2021 05 29 08 11 43.950 99.9234 25.5514 9145
2021 05 29 08 13 18.110 99.9283 25.6540 5149
2021 05 29 08 14 50.120 99.9905 25.5814 3290
2021 05 29 08 17 38.830 99.8835 25.8165 2261
2021 05 29 08 19 44.970 100.0518 25.4989 4741
2021 05 29 08 21 27.120 100.0023 25.5711 3023
2021 05 29 08 25 11.090 99.9452 25.6237 0714
2021 05 29 08 27 29.070 99.8931 25.6779 2984
2021 05 29 08 30 16.110 99.9632 25.6125 2085
2021 05 29 08 30 59.090 99.9999 25.5719 2848
2021 05 29 08 32 47.350 99.9390 25.7523 4855
2021 05 29 08 38 5.970 99.9360 25.7422 3648
2021 05 29 08 39 40.310 99.9356 25.7374 3280
2021 05 29 08 41 11.100 99.9059 25.7179 1602
2021 05 29 08 41 38.060 99.9906 25.5791 3281
2021 05 29 08 44 3.100 99.9262 25.6434 4286
2021 05 29 08 45 38.140 99.9323 25.7396 1471
2021 05 29 09 00 40.890 99.9216 25.5651 8443
2021 05 29 09 04 41.090 99.9201 25.6413 1162
2021 05 29 09 05 52.120 99.9436 25.5760 5519
2021 05 29 09 06 27.100 99.9440 25.5768 5442
2021 05 29 09 07 49.150 99.9138 25.6681 1816
2021 05 29 09 09 48.960 100.0560 25.5347 7012
2021 05 29 09 10 49.910 99.9436 25.5772 5468
2021 05 29 09 12 50.100 99.9459 25.6242 0887
2021 05 29 09 17 29.100 99.9426 25.5764 5229
2021 05 29 09 19 6.190 99.8810 25.6791 2686
2021 05 29 09 30 53.220 99.8761 25.6646 1582
2021 05 29 09 37 5.120 99.9317 25.6061 4991
2021 05 29 09 42 13.900 100.0487 25.4955 4509
2021 05 29 09 46 43.310 99.9358 25.7357 4117
2021 05 29 09 46 59.950 99.9020 25.6555 6209
2021 05 29 09 48 47.090 99.9641 25.5732 4743
2021 05 29 09 51 5.860 99.9768 25.5684 6742
2021 05 29 09 51 42.150 99.9008 25.6594 4552
2021 05 29 09 52 54.090 99.9652 25.6079 2390
2021 05 29 09 55 4.140 99.9393 25.5916 3705
2021 05 29 09 57 48.020 99.9356 25.7358 2739
2021 05 29 10 00 4.110 99.9388 25.5949 4304
2021 05 29 10 05 13.140 99.9302 25.7397 2340
2021 05 29 10 07 36.110 99.9199 25.6443 1508
2021 05 29 10 09 24.940 99.9323 25.6049 4902
2021 05 29 10 10 23.060 99.9414 25.5860 4111
2021 05 29 10 12 19.390 99.9245 25.6658 1693
2021 05 29 10 12 37.000 99.9462 25.6798 0261
2021 05 29 10 14 39.130 99.8880 25.6693 1371
2021 05 29 10 19 21.840 99.9356 25.7355 4755
2021 05 29 10 22 24.140 99.9526 25.6144 4.094000e+03
2021 05 29 10 25 25.090 99.9031 25.6715 3014
2021 05 29 10 32 24.020 99.8926 25.6621 0858
2021 05 29 10 33 54.910 99.9347 25.7346 3514
2021 05 29 10 38 33.990 99.9365 25.7418 3863
2021 05 29 10 49 59.090 99.9013 25.6590 1048
2021 05 29 10 52 10.980 99.8739 25.6815 3560
2021 05 29 10 56 12.930 99.9776 25.5675 5485
2021 05 29 10 57 51.060 99.9393 25.6502 4235
2021 05 29 11 04 11.890 99.9035 25.6532 7206
2021 05 29 11 14 16.910 100.0686 25.5381 4556
2021 05 29 11 37 12.970 99.9022 25.6563 6921
2021 05 29 11 38 13.080 99.9063 25.7163 1604
2021 05 29 11 38 49.010 99.9505 25.6038 8787
2021 05 29 11 44 9.080 99.9894 25.5941 4562
2021 05 29 11 55 50.070 99.9066 25.7169 1776
2021 05 29 12 02 29.110 99.8900 25.6753 1809
2021 05 29 12 12 52.160 99.9378 25.6298 3930
2021 05 29 12 21 2.070 99.9458 25.6299 5974
2021 05 29 12 22 19.060 99.9500 25.5598 7164
2021 05 29 12 24 1.030 99.9505 25.5601 6666
2021 05 29 12 24 49.010 99.9197 25.6516 4544
2021 05 29 12 28 12.150 99.9860 25.6002 2786
2021 05 29 12 28 54.000 99.9154 25.6433 5975
2021 05 29 12 39 2.860 99.9519 25.5641 7136
2021 05 29 12 41 37.970 99.9508 25.5622 7018
2021 05 29 12 44 45.870 99.9501 25.5605 6936
2021 05 29 12 46 34.920 100.0149 25.5721 3992
2021 05 29 12 47 50.110 99.9533 25.6199 4994
2021 05 29 12 50 3.100 99.9795 25.6036 3831
2021 05 29 12 51 25.930 99.8695 25.6831 6936
2021 05 29 12 53 46.990 99.9040 25.6367 8.190000e+03
2021 05 29 12 55 1.040 99.9481 25.6461 8.046000e+03
2021 05 29 12 58 50.120 99.8722 25.6890 2172
2021 05 29 13 01 19.380 99.8801 25.6800 2944
2021 05 29 13 04 11.740 99.9177 25.6871 3794
2021 05 29 13 17 12.890 99.9276 25.6080 9235
2021 05 29 13 18 15.160 99.9388 25.5942 3735
2021 05 29 13 22 33.030 99.9416 25.6224 3346
2021 05 29 13 23 16.940 99.8469 25.7649 5291
2021 05 29 13 26 26.030 99.8950 25.6086 5388
2021 05 29 13 27 21.030 99.8322 25.6747 3076
2021 05 29 13 29 27.060 99.9510 25.6138 4595
2021 05 29 13 35 24.890 99.9438 25.5858 4066
2021 05 29 13 36 25.100 99.9418 25.6186 4665
2021 05 29 13 37 12.030 99.9702 25.5748 4376
2021 05 29 13 38 12.010 99.9425 25.6261 4322
2021 05 29 13 40 33.070 99.9586 25.6206 4760
2021 05 29 13 42 3.920 99.8831 25.6776 2621
2021 05 29 13 47 16.150 99.8987 25.6682 1672
2021 05 29 13 48 0.130 99.9519 25.6153 4182
2021 05 29 13 48 43.980 99.9382 25.6188 4230
2021 05 29 13 50 28.020 99.9713 25.5689 6527
2021 05 29 13 53 7.150 99.9021 25.6732 2884
2021 05 29 13 55 44.310 100.0117 25.5640 2105
2021 05 29 13 57 22.040 99.9693 25.6161 6229
2021 05 29 13 59 7.990 99.9217 25.6610 6773
2021 05 29 13 59 41.120 99.9243 25.6533 3496
2021 05 29 14 00 3.950 99.9042 25.6516 7078
2021 05 29 14 01 37.960 99.9341 25.7386 3869
2021 05 29 14 05 33.890 99.9656 25.5775 4448
2021 05 29 14 05 59.150 99.8480 25.7024 5663
2021 05 29 14 07 41.140 99.8712 25.6790 3157
2021 05 29 14 08 40.210 99.8721 25.6786 2531
2021 05 29 14 11 43.030 99.9130 25.5960 8051
2021 05 29 14 13 44.100 99.9448 25.6270 3449
2021 05 29 14 14 48.050 99.8908 25.6601 -263
2021 05 29 14 15 39.080 99.8856 25.7156 3839
2021 05 29 14 20 14.960 100.0517 25.4984 4606
2021 05 29 14 25 46.040 99.9824 25.5986 3766
2021 05 29 14 35 25.020 99.9059 25.6621 5135
2021 05 29 14 39 17.900 99.8329 25.7180 6162
2021 05 29 14 40 51.140 99.9369 25.6057 5702
2021 05 29 14 42 17.310 99.9218 25.6500 8812
2021 05 29 14 44 10.990 99.9490 25.6811 2260
2021 05 29 14 45 8.110 99.9366 25.6047 5189
2021 05 29 14 46 17.950 99.9635 25.5724 4695
2021 05 29 14 47 51.020 99.9524 25.5655 6926
2021 05 29 14 59 2.960 99.8557 25.6992 5436
2021 05 29 14 59 29.990 99.8550 25.7008 5128
2021 05 29 15 00 37.950 99.9361 25.7409 3276
2021 05 29 15 01 20.900 99.9379 25.5639 3257
2021 05 29 15 02 1.070 99.9509 25.5639 6821
2021 05 29 15 02 33.030 99.8555 25.6983 5655
2021 05 29 15 03 11.980 99.9514 25.5631 6847
2021 05 29 15 04 18.920 99.9368 25.5625 3014
2021 05 29 15 13 21.120 99.8557 25.6985 5500
2021 05 29 15 15 41.230 99.8539 25.7001 5532
2021 05 29 15 16 26.100 99.9314 25.6343 1122
2021 05 29 15 20 27.950 99.9765 25.5840 5658
2021 05 29 15 23 59.920 99.9972 25.5858 5131
2021 05 29 15 26 0.980 99.9679 25.5714 5148
2021 05 29 15 27 57.040 99.9544 25.5767 4672
2021 05 29 15 31 33.900 99.9409 25.4932 1794
2021 05 29 15 35 5.130 99.9252 25.6439 5095
2021 05 29 15 36 11.990 99.8615 25.6924 2636
2021 05 29 15 38 23.990 99.9355 25.7295 2961
2021 05 29 15 40 38.150 99.8977 25.6597 1634
2021 05 29 15 49 26.110 99.9839 25.5998 3953
2021 05 29 15 51 45.080 99.8536 25.6997 5798
2021 05 29 15 58 35.130 99.9295 25.7257 2071
2021 05 29 15 59 43.010 99.9500 25.5601 7123
2021 05 29 16 01 53.840 99.9505 25.5620 6765
2021 05 29 16 03 19.160 99.9500 25.5619 7346
2021 05 29 16 03 52.920 99.9496 25.5625 6967
2021 05 29 16 05 34.130 99.9495 25.5587 7042
2021 05 29 16 06 16.970 99.9467 25.5601 6951
2021 05 29 16 09 56.820 99.9486 25.5630 6829
2021 05 29 16 13 8.080 99.9281 25.6514 5274
2021 05 29 16 15 17.830 99.9480 25.5581 6891
2021 05 29 16 19 22.010 99.9735 25.6100 2829
2021 05 29 16 20 14.050 99.8848 25.6744 6813
2021 05 29 16 25 3.120 99.9451 25.6036 3959
2021 05 29 16 29 12.170 99.8754 25.6648 1668
2021 05 29 16 31 26.870 99.9293 25.7184 4811
2021 05 29 16 32 5.100 99.9015 25.6563 1400
2021 05 29 16 46 12.050 99.8979 25.6648 1137
2021 05 29 16 50 36.030 99.9500 25.5635 6807
2021 05 29 16 54 17.000 99.9495 25.5582 6938
2021 05 29 16 56 20.970 99.9363 25.7347 3191
2021 05 29 17 11 44.000 100.0001 25.5725 6125
2021 05 29 17 12 26.030 99.9181 25.6234 6472
2021 05 29 17 14 44.000 99.9541 25.5920 5540
2021 05 29 17 27 51.160 99.8983 25.6660 3230
2021 05 29 17 33 54.160 99.9886 25.5985 1459
2021 05 29 17 39 51.060 99.9217 25.6410 1164
2021 05 29 17 40 3.910 99.9244 25.6400 3989
2021 05 29 17 42 4.800 99.9002 25.5374 7952
2021 05 29 17 43 42.030 99.9644 25.5685 4460
2021 05 29 17 43 59.000 99.9066 25.6572 1062
2021 05 29 17 46 58.980 99.9552 25.5910 4548
