Catalog format:
Year Month Day Hour Minute Second Longitude(°) Latitude(°) Depth(m) Magnitude(ML)
2021 05 28 22 14 25 99.9327 25.7244 2189.82 0.1
2021 05 28 22 16 31 99.9632 25.5772 7798.29 0.6
2021 05 28 22 18 40 99.9234 25.5536 10238.04 0.5
2021 05 28 22 19 41 99.8947 25.7130 1372.65 -0.1
2021 05 28 22 21 29 99.8819 25.6855 1860.60 -0.4
2021 05 28 22 22 48 100.0041 25.7608 9908.82 -0.0
2021 05 28 22 24 16 99.9579 25.5739 6975.25 0.3
2021 05 28 22 25 49 99.9558 25.5742 6560.78 -0.1
2021 05 28 22 26 43 99.9643 25.5482 5141.03 -0.2
2021 05 28 22 27 19 99.8912 25.7244 7739.50 0.1
2021 05 28 22 27 53 99.8708 25.6938 473.18 -0.7
2021 05 28 22 29 23 99.9611 25.5770 7292.71 0.6
2021 05 28 22 31 48 99.9396 25.7326 6681.30 0.4
2021 05 28 22 41 15 99.9254 25.6092 3477.30 -0.2
2021 05 28 22 43 14 99.9225 25.5562 10296.83 0.6
2021 05 28 22 43 49 99.8729 25.6938 473.18 -0.4
2021 05 28 22 59 19 99.9498 25.5646 5152.79 -0.3
2021 05 28 23 00 26 99.8763 25.6870 2860.01 0.8
2021 05 28 23 01 05 99.8293 25.7156 9273.90 0.5
2021 05 28 23 02 00 99.8443 25.6925 2871.77 -0.0
2021 05 28 23 03 17 99.9315 25.6309 7345.62 -0.2
2021 05 28 23 05 08 99.9216 25.7695 420.27 -0.5
2021 05 28 23 09 36 99.9512 25.7645 5464.37 -0.1
2021 05 28 23 09 22 100.0126 25.7621 10249.80 -0.2
2021 05 28 23 10 26 99.8883 25.6410 1596.05 0.0
2021 05 28 23 11 46 99.9776 25.5785 6337.38 -0.4
2021 05 28 23 15 17 99.9254 25.7314 7933.51 0.5
2021 05 28 23 18 52 99.9585 25.5739 6810.64 -0.1
2021 05 28 23 19 56 99.9360 25.7364 5158.66 -0.2
2021 05 28 23 21 22 99.8799 25.7300 5041.09 0.1
2021 05 28 23 23 28 99.9011 25.6753 5152.79 -0.4
2021 05 28 23 25 14 99.9071 25.6470 9126.93 -0.2
2021 05 28 23 25 51 99.8730 25.6448 1372.65 -0.0
2021 05 28 23 27 58 99.8927 25.6876 2807.10 -0.2
2021 05 28 23 29 02 99.9696 25.5882 5670.13 -0.2
2021 05 28 23 30 03 99.9986 25.5441 6710.70 -0.4
2021 05 28 23 31 43 99.9202 25.5558 9970.55 0.1
2021 05 28 23 30 31 99.9483 25.5143 2160.42 -0.7
2021 05 28 23 33 42 99.8979 25.6704 5314.46 -0.4
2021 05 28 23 34 09 99.9063 25.5574 6205.11 -0.2
2021 05 28 23 34 48 99.9690 25.5510 5602.52 -0.3
2021 05 28 23 36 36 99.8979 25.6533 8691.89 1.1
2021 05 28 23 39 26 99.8762 25.6678 7045.79 0.1
2021 05 28 23 41 33 99.9176 25.5524 10055.79 0.3
2021 05 28 23 42 02 99.9052 25.7120 1963.48 -0.0
2021 05 28 23 43 30 99.9499 25.6160 2601.34 -0.1
2021 05 28 23 44 43 99.9278 25.5957 5499.64 -0.4
2021 05 28 23 45 12 99.8753 25.6808 8115.75 1.6
2021 05 28 23 48 24 99.9239 25.6470 7119.28 -0.3
2021 05 28 23 49 03 99.9153 25.6426 2980.53 -0.2
2021 05 28 23 49 54 99.8939 25.6609 6258.02 -0.2
2021 05 28 23 54 00 99.9871 25.5694 7351.50 -0.2
2021 05 28 23 55 32 99.9172 25.6119 -490.96 -0.5
2021 05 28 23 59 07 99.9659 25.5782 8121.63 0.4
2021 05 29 00 00 21 99.8810 25.6637 8039.33 -0.4
2021 05 29 00 03 32 99.8385 25.7075 7939.39 1.4
2021 05 29 00 04 39 99.8905 25.6756 6822.39 1.3
2021 05 29 00 05 27 99.9540 25.6034 5076.36 0.2
2021 05 29 00 06 11 99.8329 25.6896 5817.10 0.2
2021 05 29 00 07 07 100.0391 25.5016 6634.27 0.5
2021 05 29 00 07 52 99.8401 25.7095 7907.05 -0.3
2021 05 29 00 09 26 99.8403 25.7067 7469.07 2.0
2021 05 29 00 10 07 99.8069 25.7578 -661.45 0.5
2021 05 29 00 11 33 99.8297 25.7243 8533.16 0.9
2021 05 29 00 11 15 99.8389 25.7104 7783.60 0.6
2021 05 29 00 12 22 99.9085 25.6435 8262.73 0.8
2021 05 29 00 15 10 99.8168 25.7027 4617.80 -0.6
2021 05 29 00 16 13 99.8380 25.7065 10096.95 1.1
2021 05 29 00 16 53 99.8062 25.7112 5370.30 0.2
2021 05 29 00 17 45 100.0597 25.5265 631.91 -0.4
2021 05 29 00 19 32 100.0088 25.4796 -32.41 0.1
2021 05 29 00 18 59 99.8979 25.6578 7280.95 0.5
2021 05 29 00 22 04 99.9162 25.6105 4235.68 -0.0
2021 05 29 00 23 22 99.9030 25.6340 4999.93 -0.0
2021 05 29 00 25 08 99.8381 25.7098 7595.47 0.4
2021 05 29 00 26 53 99.9007 25.6705 6249.20 1.4
2021 05 29 00 26 07 99.8247 25.7022 9115.17 -0.5
2021 05 29 00 28 35 99.8302 25.7217 7501.41 -0.6
2021 05 29 00 27 39 99.8942 25.6752 5408.52 -0.2
2021 05 29 00 29 21 99.8372 25.7113 7959.96 -0.7
2021 05 29 00 30 45 99.9048 25.6659 6069.89 0.3
2021 05 29 00 31 41 99.9916 25.5788 6161.02 0.8
2021 05 29 00 32 05 100.0125 25.6052 14059.30 -0.1
2021 05 29 00 33 00 100.0197 25.5204 6011.11 0.1
2021 05 29 00 34 40 99.9336 25.5934 5285.06 -0.4
2021 05 29 00 36 36 99.9711 25.6098 4491.41 0.8
2021 05 29 00 36 06 99.9313 25.6066 8544.91 -0.2
2021 05 29 00 41 51 99.9195 25.5594 9644.27 -1.0
2021 05 29 00 42 32 99.9307 25.6395 6069.89 0.0
2021 05 29 00 44 33 99.8837 25.6646 9065.20 0.7
2021 05 29 00 45 08 99.9536 25.6213 4988.18 0.3
2021 05 29 00 46 42 99.8862 25.6549 8662.49 -0.1
2021 05 29 00 45 42 99.9303 25.7178 6546.09 -0.2
2021 05 29 00 47 03 99.8904 25.6581 8503.76 0.2
2021 05 29 00 48 42 99.9214 25.6418 3471.42 0.0
2021 05 29 00 48 22 99.9190 25.6085 7657.20 -0.9
2021 05 29 00 49 20 99.8913 25.6539 8433.21 0.3
2021 05 29 00 50 11 99.8641 25.6913 4326.80 -0.3
2021 05 29 00 51 47 99.9461 25.6281 2933.50 -0.5
2021 05 29 00 50 41 99.9566 25.5189 -408.66 -0.4
2021 05 29 00 52 54 99.8783 25.7028 6693.06 -0.2
2021 05 29 00 53 24 99.8731 25.6895 4538.44 -0.4
2021 05 29 00 54 43 99.9551 25.5697 6128.68 0.5
2021 05 29 00 56 06 99.9271 25.6494 7939.39 0.1
2021 05 29 00 57 12 99.8410 25.5180 1090.46 -0.3
2021 05 29 00 58 00 99.9373 25.7358 8474.37 0.5
2021 05 29 00 59 22 99.8443 25.7144 5393.82 -0.9
2021 05 29 01 00 49 99.9304 25.5946 7151.61 -0.3
2021 05 29 01 01 16 99.9090 25.6470 4470.83 0.1
2021 05 29 01 02 34 99.9853 25.5717 5599.58 0.1
2021 05 29 01 02 19 99.8388 25.7117 8162.79 -0.4
2021 05 29 01 03 45 99.9362 25.5802 5611.34 -0.6
2021 05 29 01 04 20 99.9774 25.5511 5390.88 -0.4
2021 05 29 01 05 38 99.9807 25.5849 6213.93 -0.2
2021 05 29 01 07 33 99.9395 25.7280 5590.76 0.0
2021 05 29 01 09 07 99.9005 25.6705 6269.78 0.8
2021 05 29 01 09 40 99.9939 25.5550 7927.63 -0.2
2021 05 29 01 11 49 99.9925 25.5364 9997.00 -0.0
2021 05 29 01 12 53 99.9138 25.6272 6081.65 -0.1
2021 05 29 01 13 52 99.8806 25.6723 7821.81 0.2
2021 05 29 01 14 34 99.8973 25.6614 2907.04 -0.4
2021 05 29 01 16 11 99.8795 25.7019 6457.90 -0.6
2021 05 29 01 17 45 100.0488 25.5385 9068.14 0.3
2021 05 29 01 18 15 99.8736 25.6741 3615.45 -0.1
2021 05 29 01 19 17 100.0043 25.5622 4797.11 -0.0
2021 05 29 01 20 07 99.8697 25.6839 7339.74 1.6
2021 05 29 01 22 36 99.8543 25.7074 8456.73 -0.5
2021 05 29 01 23 03 99.9480 25.6140 7868.84 -0.4
2021 05 29 01 25 53 99.8944 25.6723 6546.09 1.1
2021 05 29 01 25 01 99.9481 25.6144 6807.70 -0.2
2021 05 29 01 29 01 99.8793 25.6678 6316.81 0.5
2021 05 29 01 31 29 99.9653 25.5648 6493.18 -0.1
2021 05 29 01 31 10 99.9913 25.5690 3982.88 -0.5
2021 05 29 01 32 12 99.8348 25.7154 7574.89 0.2
2021 05 29 01 33 41 99.9630 25.5874 4717.75 -0.3
2021 05 29 01 32 32 99.9534 25.5334 890.58 -0.4
2021 05 29 01 35 04 99.8961 25.6626 4623.68 1.0
2021 05 29 01 36 46 99.9453 25.5858 5505.52 0.2
2021 05 29 01 35 53 99.8966 25.6588 5185.12 -0.1
2021 05 29 01 37 35 99.8134 25.6223 2113.39 0.1
2021 05 29 01 38 54 99.8912 25.6756 6340.32 -0.0
2021 05 29 01 41 47 99.9410 25.7204 5129.27 0.0
2021 05 29 01 43 25 99.9410 25.7207 5152.79 -0.7
2021 05 29 01 46 01 99.8403 25.7097 7736.56 -0.7
2021 05 29 01 47 11 99.8733 25.6980 7986.42 -0.5
2021 05 29 01 49 50 99.9026 25.6886 6310.93 -0.7
2021 05 29 01 50 19 99.9821 25.5956 5567.25 -0.2
2021 05 29 01 51 38 99.9017 25.6724 6446.14 -0.1
2021 05 29 01 50 42 99.9435 25.6036 6716.57 -0.4
2021 05 29 01 54 39 99.9570 25.5632 5802.40 -0.6
2021 05 29 01 55 23 99.8779 25.7006 7325.04 -0.7
2021 05 29 01 56 58 99.9146 25.5987 9209.23 -0.5
2021 05 29 01 58 26 99.9488 25.5842 5734.80 -0.9
2021 05 29 02 01 30 100.0571 25.4990 6046.38 -0.2
2021 05 29 02 01 00 99.8336 25.7301 4764.78 -0.8
2021 05 29 02 04 40 99.9065 25.6578 5455.55 -0.3
2021 05 29 02 04 05 99.9537 25.5474 6316.81 -0.8
2021 05 29 02 06 39 99.8894 25.6592 7924.69 -0.2
2021 05 29 02 06 08 99.8792 25.6616 8221.57 -0.6
2021 05 29 02 07 22 99.9748 25.5876 5105.75 -0.5
2021 05 29 02 08 24 99.8786 25.6655 8421.46 -0.2
2021 05 29 02 09 26 99.8384 25.7097 7895.29 -0.1
2021 05 29 02 09 59 99.9301 25.7134 5164.54 -0.0
2021 05 29 02 12 16 99.8803 25.6822 308.57 -0.1
2021 05 29 02 16 30 100.0056 25.5240 8697.77 -0.2
2021 05 29 02 19 04 99.8714 25.6736 1631.32 -0.0
2021 05 29 02 20 46 99.8719 25.6862 6387.36 -0.2
2021 05 29 02 19 31 99.9139 25.6401 8636.04 -0.1
2021 05 29 02 22 38 99.9497 25.5789 6992.88 0.3
2021 05 29 02 22 06 99.9524 25.6065 4547.26 -0.2
2021 05 29 02 23 38 99.9304 25.7325 6310.93 -0.4
2021 05 29 02 24 48 99.8509 25.7032 9750.09 -0.7
2021 05 29 02 25 45 99.8810 25.6693 7098.70 -0.6
2021 05 29 02 26 29 99.9028 25.7172 6795.94 -0.5
2021 05 29 02 27 02 99.8712 25.6740 3151.02 -0.0
2021 05 29 02 30 45 100.0718 25.5305 4855.90 -0.1
2021 05 29 02 31 37 99.9548 25.6057 2469.06 0.4
2021 05 29 02 34 06 99.8305 25.7211 7022.28 -0.4
2021 05 29 02 34 34 99.9298 25.5807 4641.32 -0.3
2021 05 29 02 37 00 100.0721 25.5241 631.91 0.4
2021 05 29 02 38 18 99.8945 25.6565 3098.11 -0.2
2021 05 29 02 39 29 99.8988 25.6558 8832.98 1.6
2021 05 29 02 40 24 99.8796 25.6535 796.52 -0.3
2021 05 29 02 41 46 99.9267 25.6398 7516.11 -0.2
2021 05 29 02 40 40 100.0705 25.5361 5811.22 -0.6
2021 05 29 02 42 01 100.0001 25.5029 855.30 0.0
2021 05 29 02 42 52 99.9185 25.6121 7830.63 -0.4
2021 05 29 02 44 01 99.9537 25.5752 6205.11 -0.6
2021 05 29 02 45 43 99.9880 25.5666 3518.45 -0.6
2021 05 29 02 47 27 99.9390 25.5805 4235.68 0.1
2021 05 29 02 47 30 99.8952 25.7094 273.29 0.5
2021 05 29 02 49 16 99.9609 25.5726 6922.34 -0.6
2021 05 29 02 50 33 99.9984 25.5591 8133.39 -0.5
2021 05 29 02 52 48 99.9109 25.6436 1743.02 -0.4
2021 05 29 02 53 07 99.9155 25.5970 6810.64 0.1
2021 05 29 02 55 35 99.8912 25.6582 8803.59 -0.3
2021 05 29 02 57 34 99.9120 25.5670 8015.81 -0.4
2021 05 29 02 56 51 99.8808 25.6736 5267.42 -0.5
2021 05 29 02 59 27 99.9381 25.5634 1008.16 -0.6
2021 05 29 03 02 42 99.9101 25.5417 8233.33 -0.3
2021 05 29 03 03 28 99.9201 25.5487 11278.61 0.2
2021 05 29 03 04 49 99.8913 25.6460 9291.54 -0.4
2021 05 29 03 05 10 99.8343 25.7202 6725.39 -0.6
2021 05 29 03 06 10 99.9617 25.5882 6443.21 0.0
2021 05 29 03 07 42 99.9991 25.5883 8715.40 0.2
2021 05 29 03 10 00 99.9854 25.5915 7222.16 -0.0
2021 05 29 03 12 43 99.9315 25.5968 -661.45 -0.4
2021 05 29 03 15 18 99.8992 25.6520 12425.00 -0.2
2021 05 29 03 16 53 99.9372 25.7103 3741.85 0.2
2021 05 29 03 17 15 99.8797 25.6625 467.30 0.1
2021 05 29 03 18 30 99.9028 25.6527 4538.44 1.1
2021 05 29 03 19 37 99.8400 25.7089 8080.48 -1.0
2021 05 29 03 20 40 99.9666 25.5622 7313.28 0.0
2021 05 29 03 21 33 99.9325 25.7196 5232.15 0.1
2021 05 29 03 22 43 99.8752 25.6826 5652.49 0.4
2021 05 29 03 25 00 99.9343 25.7377 4882.36 -0.4
2021 05 29 03 26 14 99.9372 25.6228 5552.55 -0.0
2021 05 29 03 27 34 99.8388 25.7109 7845.32 -0.6
2021 05 29 03 29 46 99.9096 25.6559 4703.05 -0.2
2021 05 29 03 30 00 99.9328 25.6399 3159.84 0.2
2021 05 29 03 30 40 100.0562 25.4967 4129.86 -0.6
2021 05 29 03 32 20 99.9583 25.5448 6340.32 -0.5
2021 05 29 03 33 03 99.9353 25.5788 3565.48 -0.4
2021 05 29 03 34 25 100.0596 25.4947 5893.53 -0.6
2021 05 29 03 36 43 99.9115 25.6447 7245.68 -0.3
2021 05 29 03 37 19 99.9423 25.6084 5188.06 -0.0
2021 05 29 03 37 59 99.8883 25.6722 7810.05 0.3
2021 05 29 03 40 38 100.0161 25.5604 7933.51 0.2
2021 05 29 03 39 56 99.9393 25.5645 -167.63 -0.8
2021 05 29 03 41 22 99.9493 25.5830 7245.68 0.5
2021 05 29 03 42 30 99.9846 25.5815 8803.59 -0.4
2021 05 29 03 42 13 99.9158 25.6015 2601.34 -0.4
2021 05 29 03 44 32 99.9547 25.5672 4708.93 -0.2
2021 05 29 03 48 18 99.9477 25.5586 8286.24 0.4
2021 05 29 03 49 07 99.9014 25.7145 8644.86 0.0
2021 05 29 03 50 02 100.0722 25.5332 1008.16 -0.7
2021 05 29 03 51 46 99.9488 25.5556 1484.35 -0.8
2021 05 29 03 52 00 99.9160 25.7230 3465.54 -0.7
2021 05 29 03 53 36 100.0559 25.4959 4564.89 -0.6
2021 05 29 03 52 51 100.0130 25.5923 8156.91 -0.4
2021 05 29 03 54 36 99.9246 25.6326 6522.57 -0.0
2021 05 29 03 55 40 99.9369 25.5940 7092.82 0.4
2021 05 29 03 56 49 99.9149 25.5836 3583.12 -0.6
2021 05 29 03 57 48 99.9257 25.6771 9197.47 -0.0
2021 05 29 03 58 53 99.9558 25.5790 6563.72 -0.4
2021 05 29 03 59 51 100.0178 25.5534 8444.97 -0.2
2021 05 29 04 00 11 99.9216 25.5561 10058.73 -0.1
2021 05 29 04 02 26 99.9536 25.5668 5467.31 -0.1
2021 05 29 04 03 39 99.9604 25.5719 6363.84 0.2
2021 05 29 04 04 57 99.9266 25.7672 3006.98 -0.7
2021 05 29 04 06 49 99.9556 25.6013 5191.00 -0.3
2021 05 29 04 07 00 99.9775 25.5567 6404.99 1.4
2021 05 29 04 08 53 99.9471 25.5830 4905.87 -0.2
2021 05 29 04 07 34 99.9733 25.5547 5684.83 -0.2
2021 05 29 04 09 33 99.9797 25.5950 6734.21 0.8
2021 05 29 04 13 54 99.9280 25.5648 11337.39 -0.2
2021 05 29 04 14 27 99.9258 25.6474 6857.67 0.6
2021 05 29 04 15 16 99.9460 25.6069 6037.56 0.2
2021 05 29 04 16 16 99.9233 25.5580 10161.61 -0.2
2021 05 29 04 20 40 99.9367 25.6659 4852.96 -0.2
2021 05 29 04 21 01 100.0392 25.5249 3524.33 -0.7
2021 05 29 04 23 15 99.9000 25.7261 3680.12 -0.1
2021 05 29 04 24 30 99.9279 25.5941 6775.36 -0.1
2021 05 29 04 25 10 99.9781 25.5625 5964.07 0.7
2021 05 29 04 27 20 99.9557 25.7581 6269.78 -0.5
2021 05 29 04 28 39 99.9365 25.7405 5670.13 -0.3
2021 05 29 04 29 55 99.9427 25.5910 1831.20 -0.2
2021 05 29 04 30 05 99.9371 25.5715 5199.82 0.0
2021 05 29 04 30 55 99.9362 25.5828 4517.86 -0.5
2021 05 29 04 33 05 99.9668 25.5910 3847.67 -0.5
2021 05 29 04 34 30 99.9724 25.5989 6187.47 0.1
2021 05 29 04 35 16 99.9403 25.7257 5370.30 0.8
2021 05 29 04 36 51 99.8944 25.6474 7715.99 -0.1
2021 05 29 04 37 21 99.9738 25.5544 5534.91 0.2
2021 05 29 04 38 45 99.9735 25.5743 5917.04 -0.4
2021 05 29 04 39 34 99.9388 25.7284 5614.28 -0.2
2021 05 29 04 40 42 99.9301 25.6347 7363.25 -0.3
2021 05 29 04 41 31 99.9246 25.6458 6266.84 0.5
2021 05 29 04 42 51 99.9024 25.6508 3433.21 -0.2
2021 05 29 04 43 17 99.8900 25.6375 9032.86 -0.1
2021 05 29 04 44 10 99.9332 25.7486 5049.90 -0.4
2021 05 29 04 46 13 99.8316 25.7059 8668.37 -0.4
2021 05 29 04 47 31 99.9367 25.7202 4670.71 1.5
2021 05 29 04 46 53 99.9190 25.5654 9832.39 -0.3
2021 05 29 04 50 18 99.8945 25.6550 3439.08 0.1
2021 05 29 04 51 08 99.8729 25.6938 6316.81 -0.2
2021 05 29 04 52 06 99.9699 25.6143 7651.32 -0.4
2021 05 29 04 53 29 99.9402 25.7297 6069.89 0.8
2021 05 29 04 52 45 99.8962 25.7252 5364.43 -0.5
2021 05 29 04 54 33 99.8975 25.6717 3018.74 -0.3
2021 05 29 04 55 40 99.8330 25.7043 5793.59 -0.0
2021 05 29 04 57 57 100.0393 25.5026 2101.63 -0.8
2021 05 29 05 00 15 99.9028 25.7123 1137.49 -0.4
2021 05 29 05 01 41 99.8945 25.6433 9544.33 -0.2
2021 05 29 05 03 22 99.9128 25.6557 3553.72 -0.1
2021 05 29 05 04 48 99.8951 25.6629 402.63 -0.4
2021 05 29 05 05 37 99.9193 25.6447 5599.58 -0.4
2021 05 29 05 07 50 99.9070 25.6533 3195.11 -0.2
2021 05 29 05 06 37 99.9572 25.5413 5499.64 -0.7
2021 05 29 05 10 00 99.9410 25.6949 -191.14 -0.6
2021 05 29 05 11 38 99.9371 25.7217 4876.48 0.5
2021 05 29 05 12 35 99.9499 25.6060 7698.35 1.6
2021 05 29 05 14 13 99.9938 25.5855 7892.36 -0.3
2021 05 29 05 15 18 99.9161 25.6268 5814.16 0.1
2021 05 29 05 16 15 99.8896 25.6620 8700.71 0.0
2021 05 29 05 17 49 99.9816 25.5415 5023.45 0.8
2021 05 29 05 19 21 99.9151 25.6244 5881.77 0.1
2021 05 29 05 20 07 99.9274 25.6432 6563.72 0.1
2021 05 29 05 21 28 99.9522 25.6024 6751.85 0.0
2021 05 29 05 22 47 99.9693 25.5691 6090.47 -0.1
2021 05 29 05 24 32 99.9610 25.5653 5649.55 -0.1
2021 05 29 05 24 20 99.9447 25.6904 373.23 -0.6
2021 05 29 05 25 28 99.9540 25.5412 4814.75 -0.6
2021 05 29 05 26 29 99.9227 25.5586 10067.55 0.1
2021 05 29 05 27 36 99.8958 25.6342 9817.70 -0.3
2021 05 29 05 28 19 99.9153 25.6395 9062.26 0.5
2021 05 29 05 31 24 99.9484 25.5508 8292.12 -0.4
2021 05 29 05 32 30 99.9554 25.5419 5091.06 -0.0
2021 05 29 05 31 36 99.9402 25.7263 5673.07 -0.5
2021 05 29 05 33 51 99.8951 25.6543 3691.88 -0.1
2021 05 29 05 34 32 99.8874 25.6767 7186.89 -0.1
2021 05 29 05 35 43 99.9386 25.7227 5223.33 0.3
2021 05 29 05 36 42 99.9390 25.7235 5367.37 0.1
2021 05 29 05 37 37 99.9181 25.6492 6563.72 -0.5
2021 05 29 05 38 45 99.8943 25.6509 7886.48 0.7
2021 05 29 05 39 40 100.0684 25.6664 13424.40 -0.2
2021 05 29 05 41 45 99.9191 25.5559 10073.43 0.1
2021 05 29 05 42 38 99.9381 25.7425 5799.46 -0.6
2021 05 29 05 46 46 99.9279 25.7404 9532.57 0.3
2021 05 29 05 47 22 99.9474 25.5770 -538.00 -0.5
2021 05 29 05 48 48 99.9036 25.7156 2577.82 0.2
2021 05 29 05 49 28 99.8777 25.6865 3888.82 -0.1
2021 05 29 05 52 08 99.8264 25.7450 2854.13 -0.9
2021 05 29 05 52 46 99.8990 25.7179 4529.62 -0.8
2021 05 29 05 55 09 99.9541 25.5637 5023.45 -0.1
2021 05 29 05 56 21 99.9010 25.6708 2968.77 -0.2
2021 05 29 05 58 37 99.9197 25.6215 5846.50 0.6
2021 05 29 05 59 35 99.9316 25.7246 5770.07 0.7
2021 05 29 06 00 02 99.9311 25.6028 7257.43 1.0
2021 05 29 06 01 39 99.9301 25.6042 7771.84 0.5
2021 05 29 06 03 10 99.8919 25.6678 3677.18 -0.3
2021 05 29 06 05 12 99.9295 25.5992 5352.67 -0.1
2021 05 29 06 06 37 99.8997 25.6328 6052.26 -0.2
2021 05 29 06 05 43 99.9301 25.5708 2348.55 -0.3
2021 05 29 06 08 57 99.9366 25.7165 6105.17 -0.4
2021 05 29 06 09 50 99.9511 25.5549 5593.70 -0.5
2021 05 29 06 12 15 99.9973 25.5572 3941.73 -0.9
2021 05 29 06 14 54 99.9203 25.5619 9811.82 0.4
2021 05 29 06 16 12 99.9288 25.5708 467.30 -0.6
2021 05 29 06 17 32 99.8846 25.6649 9115.17 0.4
2021 05 29 06 17 05 99.8857 25.6619 2574.89 0.1
2021 05 29 06 19 01 99.9433 25.6081 6928.21 0.6
2021 05 29 06 20 44 99.9393 25.6021 7533.74 0.3
2021 05 29 06 22 37 99.9418 25.5958 2007.57 -0.3
2021 05 29 06 23 35 99.8879 25.6584 2718.92 -0.2
2021 05 29 06 24 12 99.8944 25.6552 3386.17 0.7
2021 05 29 06 25 34 99.9217 25.5908 4094.58 -0.3
2021 05 29 06 28 27 100.0579 25.4963 6287.41 -0.4
2021 05 29 06 34 08 99.9282 25.6328 6046.38 -0.0
2021 05 29 06 38 13 99.9380 25.5930 6663.66 2.3
2021 05 29 06 38 35 99.9422 25.5977 5587.82 1.6
2021 05 29 06 40 10 99.9186 25.5779 972.88 -0.2
2021 05 29 06 41 55 99.9206 25.6170 7363.25 0.1
2021 05 29 06 41 22 99.9485 25.5823 6193.35 -0.2
2021 05 29 06 42 35 99.9424 25.6202 5917.04 0.1
2021 05 29 06 43 34 99.9204 25.6479 5182.18 0.2
2021 05 29 06 44 09 99.9378 25.5909 5058.72 0.2
2021 05 29 06 44 33 99.9366 25.5924 4423.80 0.3
2021 05 29 06 47 25 99.9335 25.5870 4917.63 -0.1
2021 05 29 06 50 24 99.9234 25.5761 5611.34 -0.1
2021 05 29 06 51 10 99.9660 25.5480 2113.39 -1.0
2021 05 29 06 54 28 99.9363 25.5904 5529.04 0.2
2021 05 29 06 56 25 99.8663 25.6888 4438.50 1.0
2021 05 29 06 59 03 99.9969 25.5241 2489.64 -0.8
2021 05 29 07 01 22 99.8394 25.7081 5482.00 -0.5
2021 05 29 07 02 15 99.9616 25.5515 4238.62 -0.2
2021 05 29 07 04 47 99.9459 25.6108 2419.09 -0.0
2021 05 29 07 06 47 99.9136 25.6306 6646.03 0.4
2021 05 29 07 05 41 100.0766 25.5382 2348.55 -0.1
2021 05 29 07 08 12 99.9016 25.6126 6128.68 -0.1
2021 05 29 07 09 23 100.0562 25.5368 9044.62 1.8
2021 05 29 07 11 28 100.0052 25.5730 7974.66 1.4
2021 05 29 07 13 30 99.9755 25.5969 5658.37 -0.0
2021 05 29 07 14 54 99.8437 25.7052 7857.08 0.4
2021 05 29 07 16 39 99.9361 25.5709 4882.36 0.4
2021 05 29 07 15 58 99.9672 25.6034 5493.76 0.3
2021 05 29 07 19 50 99.8775 25.6765 3941.73 -0.1
2021 05 29 07 20 54 99.9355 25.6042 7457.32 1.2
2021 05 29 07 25 44 99.9877 25.5666 6834.15 -0.1
2021 05 29 07 26 07 99.8857 25.6780 5479.06 -0.1
2021 05 29 07 29 18 99.9263 25.6328 4026.97 0.8
2021 05 29 07 30 02 99.9527 25.5664 6357.96 -0.2
2021 05 29 07 31 23 100.0522 25.4990 6011.11 0.1
2021 05 29 07 34 01 100.0039 25.5682 6269.78 1.9
2021 05 29 07 36 29 99.9300 25.5800 4623.68 -0.0
2021 05 29 07 38 11 100.0636 25.4888 414.39 -0.5
2021 05 29 07 39 30 99.9306 25.6061 7721.87 0.4
2021 05 29 07 38 41 99.8577 25.7376 7398.53 -0.5
2021 05 29 07 42 45 100.0171 25.4884 1290.34 -0.2
2021 05 29 07 45 10 99.8851 25.6643 8171.60 0.2
2021 05 29 07 50 20 99.9248 25.5700 972.88 0.0
2021 05 29 07 50 44 99.9345 25.5881 5226.27 -0.0
2021 05 29 07 53 58 99.9000 25.7248 4015.22 0.1
2021 05 29 07 58 52 99.8918 25.6714 4670.71 0.1
2021 05 29 07 59 42 99.9614 25.5662 5749.49 0.0
2021 05 29 08 00 49 99.9454 25.5590 8021.69 0.3
2021 05 29 08 01 02 99.9296 25.5110 655.42 -0.1
2021 05 29 08 02 11 99.9500 25.5995 6813.58 -0.0
2021 05 29 08 05 59 99.9403 25.7472 6387.36 0.1
2021 05 29 08 07 25 99.9838 25.5754 5082.24 0.5
2021 05 29 08 08 17 99.9759 25.5596 3753.61 -0.2
2021 05 29 08 11 46 99.9245 25.5507 11008.18 1.3
2021 05 29 08 13 19 99.9293 25.6491 8409.70 0.3
2021 05 29 08 14 51 100.0014 25.5674 5846.50 0.9
2021 05 29 08 17 41 99.8956 25.7207 3612.51 -0.4
2021 05 29 08 19 47 100.0407 25.4999 6466.72 0.5
2021 05 29 08 21 28 100.0222 25.5184 5411.46 0.3
2021 05 29 08 25 12 99.9458 25.6202 2965.83 0.5
2021 05 29 08 27 30 99.8896 25.6808 4973.48 0.2
2021 05 29 08 30 17 99.9616 25.6091 5846.50 -0.1
2021 05 29 08 31 01 99.9949 25.5660 4894.11 -0.1
2021 05 29 08 32 49 99.9408 25.7340 5999.35 -0.1
2021 05 29 08 38 07 99.9362 25.7453 5658.37 0.2
2021 05 29 08 39 42 99.9398 25.7252 5340.91 0.2
2021 05 29 08 41 12 99.9060 25.7074 285.05 -0.0
2021 05 29 08 41 39 99.9778 25.5715 4952.90 -0.1
2021 05 29 08 44 05 99.9251 25.6395 7551.38 0.3
2021 05 29 08 45 40 99.9412 25.7265 5687.77 -0.5
